Index;ax;ay;az;gx;gy;gz
105;-0.73;-0.34;0.37;-6.47;207.03;-12.63
106;-0.64;-0.20;0.57;-20.45;202.45;-16.78
107;-0.62;-0.06;0.69;-28.75;189.76;-25.21
108;-0.63;0.01;0.77;-22.34;169.68;-32.78
109;-0.63;0.03;0.84;-6.04;146.97;-35.46
110;-0.64;0.02;0.89;6.65;128.11;-29.79
111;-0.65;0.01;0.88;13.06;115.54;-20.08
112;-0.59;-0.05;0.84;17.40;112.06;-10.74
113;-0.67;-0.14;0.78;14.71;117.80;-4.33
114;-0.65;-0.17;0.76;5.37;131.04;-1.59
115;-0.53;-0.18;0.71;-3.78;144.59;-3.66
116;-0.61;-0.32;0.58;-15.38;153.32;-7.14
117;-0.56;-0.18;0.75;-31.43;158.75;-16.17
118;-0.52;-0.05;0.89;-29.48;158.63;-29.79
119;-0.48;-0.05;0.90;-19.10;153.93;-40.77
120;-0.47;-0.06;0.90;-6.47;145.32;-45.96
121;-0.48;-0.08;0.92;2.32;135.86;-46.33
122;-0.48;-0.08;0.94;5.43;129.39;-42.85
123;-0.49;-0.09;0.96;4.15;125.61;-36.99
124;-0.46;-0.06;0.97;1.89;124.82;-29.05
125;-0.37;-0.07;0.95;2.14;125.92;-21.24
126;-0.33;-0.07;0.92;1.59;122.92;-14.16
127;-0.37;-0.13;0.83;-0.06;117.07;-13.18
128;-0.27;-0.27;0.60;-6.71;122.56;-20.14
129;-0.37;-0.23;0.83;-24.29;132.81;-27.40
130;-0.34;-0.05;1.07;-37.17;146.12;-33.39
131;-0.23;0.02;1.15;-42.72;149.41;-39.61
132;-0.20;0.08;1.18;-39.67;141.91;-40.89
133;-0.17;0.14;1.22;-24.35;129.82;-37.54
134;-0.15;0.13;1.18;-6.77;115.60;-32.71
135;-0.10;0.08;1.11;6.84;97.78;-25.88
136;-0.15;0.04;1.09;13.85;81.60;-20.20
137;-0.13;-0.01;1.04;15.81;74.71;-14.47
138;-0.12;-0.03;0.99;13.12;73.18;-10.13
139;-0.15;-0.07;1.00;7.39;70.25;-6.59
140;-0.14;-0.05;1.03;-2.26;67.44;-5.49
141;-0.10;-0.00;1.03;-11.96;64.88;-7.39
142;-0.10;0.01;1.01;-16.11;60.24;-10.13
143;-0.11;0.03;1.01;-17.70;60.42;-14.53
144;-0.08;0.02;0.94;-15.81;63.54;-19.90
145;-0.06;0.06;1.03;-15.01;65.61;-25.51
146;-0.04;0.09;1.09;-9.09;65.61;-27.28
147;-0.05;0.07;1.12;1.16;64.76;-25.63
148;-0.03;0.04;1.12;11.17;57.37;-24.23
149;-0.01;0.03;1.11;14.53;46.94;-22.77
150;-0.02;-0.00;1.11;14.47;37.60;-19.41
151;0.02;0.03;1.10;10.86;32.10;-17.33
152;-0.02;-0.00;1.07;7.57;27.71;-19.53
153;0.02;-0.01;1.00;1.59;26.37;-26.55
154;-0.02;0.01;0.99;-6.41;25.21;-37.78
155;-0.00;0.01;1.00;-9.83;30.52;-47.91
156;-0.01;0.02;1.03;-7.87;37.48;-46.69
157;-0.01;-0.01;1.02;-3.36;42.54;-41.08
158;0.04;-0.03;1.09;2.14;39.73;-32.23
159;0.04;-0.01;1.17;2.50;28.02;-20.32
160;0.04;0.04;1.18;1.40;14.04;-11.05
161;0.06;0.04;1.17;6.04;1.95;-0.73
162;0.03;-0.03;1.07;11.60;-7.02;5.68
163;0.00;-0.08;1.02;10.74;-6.65;2.50
164;0.01;-0.09;0.97;6.65;1.04;-3.05
165;-0.02;-0.13;0.90;6.29;12.21;-6.29
166;-0.04;-0.10;0.90;5.74;21.55;-11.17
167;-0.06;-0.06;0.93;5.13;32.10;-17.03
168;-0.03;-0.09;0.90;5.00;43.95;-17.88
169;-0.01;-0.06;0.94;-0.73;54.93;-16.36
170;0.05;-0.03;1.03;-6.04;62.62;-14.83
171;0.12;0.01;1.10;-10.25;64.51;-15.44
172;0.16;0.03;1.14;-10.56;58.59;-20.08
173;0.16;0.10;1.20;-4.21;47.06;-27.16
174;0.23;-0.13;1.14;7.93;26.98;-38.88
175;0.17;0.05;1.15;9.34;16.66;-67.26
176;0.16;-0.03;1.12;14.83;14.65;-64.27
177;0.20;-0.05;1.09;18.43;7.87;-60.61
178;0.18;-0.02;1.09;15.14;-1.34;-55.30
179;0.21;-0.04;1.07;11.05;-4.76;-48.34
180;0.25;0.01;1.13;6.96;-5.92;-44.25
181;0.26;0.08;1.23;4.27;-10.50;-44.74
182;0.29;0.09;1.25;10.74;-21.48;-44.80
183;-0.07;0.04;1.28;20.75;-36.93;-44.74
184;0.63;0.09;1.04;31.74;-59.88;-41.08
185;0.07;-0.04;1.15;31.07;-99.91;-38.27
186;0.13;0.00;1.07;33.14;-103.52;-26.98
187;0.10;-0.06;1.05;37.11;-97.11;-21.36
188;0.06;-0.05;1.07;31.62;-95.83;-7.26
189;-0.38;-0.07;1.26;26.67;-89.78;14.47
190;0.15;0.20;1.12;19.90;-102.17;12.39
191;0.09;-0.11;1.05;24.72;-128.66;8.67
192;0.06;-0.09;1.14;18.31;-140.32;8.85
193;-0.00;-0.04;1.13;2.81;-153.38;3.36
194;-0.06;-0.03;1.11;-1.22;-157.35;-3.54
195;-0.07;-0.04;1.05;1.16;-160.40;-5.55
196;-0.09;-0.03;1.05;1.83;-168.64;-4.27
197;-0.13;-0.01;1.08;0.24;-181.46;-1.28
198;-0.18;0.01;1.07;-0.06;-195.50;3.48
199;-0.23;-0.04;1.00;0.18;-205.14;7.63
200;-0.40;-0.10;0.89;-2.81;-207.40;12.39
201;-0.36;-0.12;0.81;-7.20;-196.17;18.37
202;-0.24;-0.10;0.76;-11.47;-180.54;22.77
203;-0.40;0.01;0.86;-18.31;-172.91;26.61
204;-0.43;0.05;0.94;-10.80;-166.38;32.29
205;-0.45;-0.03;0.93;1.40;-169.19;39.18
206;-0.41;-0.10;0.94;4.46;-179.57;42.72
207;-0.49;-0.14;0.92;-2.14;-197.69;42.66
208;-0.52;-0.14;0.85;-14.22;-211.98;43.70
209;-0.55;-0.09;0.79;-26.37;-219.67;44.80
210;-0.54;-0.05;0.74;-30.94;-223.57;43.70
211;-0.52;-0.09;0.66;-28.32;-226.93;41.81
212;-0.63;0.06;0.73;-22.52;-229.31;41.81
213;-0.67;-0.01;0.64;-13.55;-223.57;45.84
214;-0.73;-0.06;0.60;-6.65;-212.10;56.34
215;-0.70;-0.12;0.54;-5.49;-199.40;66.77
216;-0.71;-0.15;0.54;-12.94;-196.84;74.89
217;-0.72;-0.16;0.60;-22.89;-204.59;77.39
218;-0.78;-0.14;0.59;-28.81;-217.77;70.07
219;-0.78;-0.16;0.52;-28.44;-225.04;58.65
220;-0.79;-0.14;0.43;-29.66;-222.60;47.79
221;-0.96;-0.09;0.38;-31.49;-203.37;40.59
222;-1.00;-0.09;0.32;-28.63;-163.57;42.42
223;-0.96;-0.09;0.31;-24.35;-128.17;49.44
224;-0.88;-0.11;0.32;-17.27;-113.34;54.81
225;-0.85;-0.16;0.36;-8.24;-115.72;56.40
226;-0.86;-0.17;0.37;-2.14;-125.98;53.22
227;-0.93;-0.32;0.31;5.37;-130.80;35.46
228;-0.95;-0.42;0.22;1.04;-128.23;13.37
229;-1.02;-0.39;0.17;-20.69;-120.00;-1.53
230;-1.14;-0.23;0.16;-45.47;-96.01;-3.78
231;-1.09;-0.15;0.17;-52.31;-61.71;1.16
232;-0.89;-0.12;0.20;-47.67;-44.43;10.80
233;-0.75;-0.07;0.29;-40.71;-55.42;21.18
234;-0.81;-0.05;0.34;-28.14;-83.56;27.34
235;-0.91;-0.11;0.34;-11.35;-105.10;31.68
236;-0.94;-0.17;0.29;-1.65;-115.84;36.80
237;-0.99;-0.18;0.26;-1.46;-117.43;41.44
238;-1.05;-0.26;0.18;-7.75;-109.99;40.41
239;-1.03;-0.33;0.19;-27.40;-96.01;39.31
240;-0.97;-0.15;0.28;-53.41;-90.45;39.31
241;-0.95;-0.07;0.33;-59.69;-94.24;31.68
242;-0.96;-0.14;0.31;-49.56;-100.89;18.19
243;-0.95;-0.19;0.28;-40.53;-106.38;3.72
244;-0.93;-0.26;0.24;-36.07;-112.79;-7.75
245;-0.91;-0.31;0.15;-37.48;-119.87;-16.17
246;-0.98;-0.29;-0.02;-50.05;-129.76;-22.58
247;-1.25;-0.14;-0.03;-65.37;-125.06;-19.78
248;-1.33;0.04;-0.02;-58.78;-92.59;-7.45
249;-1.27;-0.03;-0.06;-27.83;-51.03;3.91
250;-1.26;-0.18;-0.11;0.37;-15.87;14.53
251;-1.20;-0.28;-0.18;15.26;20.39;17.76
252;-1.09;-0.36;-0.19;18.43;56.52;12.88
253;-0.99;-0.40;-0.19;13.43;82.76;2.75
254;-0.87;-0.44;-0.19;1.04;95.95;-8.91
255;-0.78;-0.42;-0.14;-18.07;96.68;-16.78
256;-0.94;-0.28;-0.12;-32.59;89.90;-23.38
257;-1.07;-0.30;-0.12;-35.83;94.73;-27.04
258;-1.21;-0.28;-0.10;-37.41;119.14;-31.98
259;-1.33;-0.25;0.04;-35.34;160.16;-39.00
260;-1.17;-0.18;0.11;-25.33;210.51;-49.93
261;-1.14;-0.21;0.07;-13.55;251.89;-46.26
262;-0.90;-0.24;-0.02;-0.49;293.52;-42.48
263;-0.61;-0.30;-0.09;3.66;328.19;-42.97
264;-0.48;-0.13;0.15;2.32;331.48;-43.09
265;-0.48;0.14;0.40;16.30;291.75;-42.18
266;-0.70;0.03;0.47;46.75;247.92;-33.69
267;-0.72;-0.18;0.52;59.39;215.39;-10.99
268;-0.90;-0.19;0.56;42.60;201.66;1.10
269;-0.87;-0.26;0.59;22.28;206.67;1.53
270;-0.77;-0.23;0.60;-8.67;210.08;0.06
271;-0.71;-0.15;0.59;-37.54;208.86;-5.98
272;-0.72;-0.12;0.55;-52.98;213.38;-24.84
273;-0.63;-0.04;0.59;-56.58;224.85;-45.29
274;-0.47;0.00;0.50;-47.91;238.04;-57.56
275;-0.49;0.12;0.72;-33.14;248.17;-66.53
276;-0.47;0.28;1.05;-6.53;245.30;-69.34
277;-0.27;0.22;1.31;30.33;221.19;-63.78
278;-0.37;0.12;1.19;60.42;162.29;-63.17
279;-0.58;-0.02;1.23;58.84;131.59;-44.80
280;-0.40;-0.12;1.05;48.95;106.14;-22.52
281;-0.38;-0.19;0.97;26.25;80.08;-10.68
282;-0.54;-0.13;0.95;-1.71;68.30;0.67
283;-0.48;-0.08;0.86;-17.46;70.68;7.02
284;-0.48;-0.08;0.78;-24.66;76.78;6.84
285;-0.46;-0.15;0.69;-26.79;85.88;8.24
286;-0.46;-0.21;0.63;-34.24;105.83;7.14
287;-0.41;-0.00;0.87;-46.57;134.16;1.04
288;-0.37;0.11;1.08;-38.15;142.94;-9.83
289;-0.36;0.08;1.15;-20.02;141.17;-18.31
290;-0.34;0.04;1.12;-2.44;132.14;-20.69
291;-0.38;-0.05;1.06;11.60;122.19;-20.45
292;-0.33;-0.14;1.01;14.28;120.00;-16.24
293;-0.30;-0.15;0.98;6.35;116.82;-10.01
294;-0.33;-0.10;0.98;-3.17;109.92;-3.36
295;-0.26;-0.08;0.92;-7.81;109.25;2.14
296;-0.20;-0.12;0.82;-9.89;103.45;2.75
297;-0.23;-0.15;0.80;-13.12;94.12;2.01
298;-0.26;-0.12;0.93;-19.84;89.97;-1.71
299;-0.22;-0.05;1.00;-29.54;97.23;-6.90
300;-0.17;0.00;1.05;-36.25;106.02;-14.10
301;-0.16;0.03;1.07;-35.28;106.51;-22.09
302;-0.15;0.04;1.08;-29.24;104.98;-27.83
303;-0.13;0.02;1.06;-23.62;103.58;-30.82
304;-0.12;-0.01;1.02;-20.94;102.42;-31.98
305;-0.10;-0.02;0.99;-21.97;102.66;-31.62
306;-0.08;0.01;0.99;-25.27;103.52;-31.13
307;-0.07;0.03;0.99;-24.54;104.61;-32.35
308;-0.06;0.05;1.00;-20.39;106.32;-34.18
309;-0.05;0.04;1.01;-14.47;108.40;-36.32
310;-0.03;0.02;1.03;-11.72;108.70;-37.84
311;-0.00;0.04;1.04;-13.92;106.51;-39.25
312;0.02;0.06;1.07;-17.58;102.48;-39.86
313;0.05;0.05;1.06;-20.26;97.72;-39.18
314;0.07;0.09;1.09;-23.01;93.20;-37.96
315;0.09;0.13;1.13;-22.52;87.10;-36.80
316;0.12;0.14;1.13;-18.62;78.55;-34.06
317;0.10;0.17;1.17;-13.24;65.43;-27.83
318;0.20;-0.07;1.16;1.40;41.02;-16.17
319;0.16;0.12;1.14;-1.34;29.30;-45.96
320;0.20;0.13;1.15;-6.16;27.04;-37.78
321;0.22;0.11;1.12;1.22;17.94;-24.78
322;0.20;0.10;1.11;7.14;7.87;-15.69
323;0.20;0.07;1.06;9.22;0.67;-12.70
324;0.18;0.04;1.01;7.87;-1.40;-12.21
325;0.17;0.08;1.07;2.93;2.38;-12.15
326;0.19;0.09;1.12;0.55;4.21;-12.33
327;0.19;0.10;1.12;-0.49;1.34;-13.00
328;0.19;0.09;1.07;0.43;-4.70;-13.55
329;0.15;0.09;1.03;4.82;-11.60;-14.22
330;0.14;0.08;1.00;9.58;-13.00;-14.16
331;0.14;0.07;0.98;11.47;-11.96;-13.12
332;0.16;0.15;1.06;7.93;-9.58;-11.23
333;0.18;0.14;1.15;6.04;-10.80;-7.63
334;0.20;0.15;1.21;4.39;-19.65;0.55
335;0.20;0.17;1.26;-0.43;-33.20;11.29
336;0.23;0.15;1.24;-1.95;-47.49;21.79
337;0.22;0.16;1.19;-0.55;-64.70;27.77
338;0.21;0.13;1.11;4.39;-81.12;28.56
339;0.17;0.13;1.04;11.23;-93.38;25.51
340;0.11;0.12;1.07;19.71;-101.68;21.24
341;0.09;0.10;1.08;27.40;-108.15;17.64
342;0.05;0.10;1.14;30.27;-115.78;15.20
343;0.01;0.11;1.21;32.29;-127.20;13.61
344;0.00;0.00;1.18;34.00;-141.24;13.37
345;-0.00;-0.01;1.11;29.97;-156.80;15.32
346;-0.01;0.03;1.09;20.75;-173.89;16.48
347;-0.01;0.09;1.05;12.94;-201.54;6.65
348;-0.10;0.06;1.03;16.60;-231.99;9.03
349;-0.09;0.03;0.98;24.78;-255.92;22.34
350;-0.15;-0.02;0.96;26.37;-280.64;32.04
351;-0.14;-0.05;0.83;19.84;-302.92;39.61
352;-0.25;-0.00;0.90;15.69;-319.15;44.68
353;-0.32;0.01;0.99;14.71;-328.37;41.38
354;-0.35;0.01;0.93;11.17;-329.16;38.09
355;-0.38;-0.01;0.79;10.62;-322.69;39.31
356;-0.44;-0.07;0.61;13.85;-308.53;39.06
357;-0.51;-0.12;0.52;14.10;-293.88;37.60
358;-0.62;-0.16;0.49;6.41;-283.94;36.50
359;-0.61;0.06;0.81;-3.48;-278.44;20.57
360;-0.54;0.16;0.98;2.75;-285.34;7.32
361;-0.55;0.07;0.85;7.39;-298.89;14.16
362;-0.62;-0.05;0.57;6.59;-310.97;34.73
363;-0.76;-0.09;0.48;5.68;-314.82;56.34
364;-0.88;-0.06;0.40;-3.60;-293.64;72.27
365;-0.88;-0.07;0.31;-13.79;-261.84;82.70
366;-0.84;-0.12;0.19;-19.78;-235.84;88.20
367;-0.90;-0.12;0.25;-21.18;-219.60;82.46
368;-1.00;-0.17;0.31;-17.40;-208.01;65.00
369;-1.04;-0.21;0.28;-19.53;-190.73;41.69
370;-1.04;-0.24;0.22;-26.43;-169.56;21.61
371;-1.08;-0.27;0.15;-34.79;-150.33;8.06
372;-1.10;-0.21;0.16;-48.10;-129.39;3.91
373;-1.03;-0.12;0.15;-55.91;-108.52;8.48
374;-0.94;-0.10;0.13;-50.11;-92.90;16.78
375;-0.87;-0.09;0.12;-37.05;-83.37;26.67
376;-0.80;-0.06;0.20;-21.55;-86.79;33.94
377;-0.84;-0.15;0.16;-4.82;-100.34;39.92
378;-0.85;-0.28;0.02;2.56;-110.90;41.56
379;-1.07;-0.36;-0.09;-1.77;-117.37;40.10
380;-1.21;-0.36;-0.13;-14.28;-111.63;32.84
381;-1.27;-0.28;-0.08;-28.26;-89.42;22.71
382;-1.21;-0.19;-0.03;-36.38;-57.56;9.77
383;-1.15;-0.17;0.02;-36.87;-26.61;-2.26
384;-1.10;-0.16;0.03;-34.91;-4.21;-6.41
385;-1.01;-0.15;0.01;-33.63;13.00;-4.88
386;-0.99;-0.14;0.02;-33.08;22.95;-1.89
387;-0.99;-0.11;0.05;-30.58;25.57;3.36
388;-1.00;-0.09;0.02;-24.54;29.97;8.30
389;-1.06;-0.14;-0.06;-16.17;34.67;11.90
390;-1.15;-0.19;-0.04;-10.68;42.11;15.26
391;-1.16;-0.14;-0.00;-13.85;60.18;19.29
392;-1.01;-0.13;0.02;-17.58;82.89;23.56
393;-0.93;-0.16;0.09;-15.56;92.35;23.56
394;-0.95;-0.23;0.14;-13.98;93.32;20.87
395;-0.99;-0.27;0.17;-19.71;91.49;19.41
396;-1.01;-0.29;0.19;-28.81;89.23;20.69
397;-1.07;-0.31;0.21;-40.16;88.26;24.48
398;-1.14;-0.35;0.21;-58.23;98.45;21.79
399;-1.11;-0.28;0.18;-82.21;119.02;12.63
400;-1.02;-0.17;0.15;-99.85;136.66;12.21
401;-0.88;-0.07;0.16;-106.87;148.25;17.33
402;-0.84;0.04;0.21;-96.92;153.81;29.54
403;-0.74;0.12;0.24;-76.84;166.38;23.44
404;-0.71;0.20;0.44;-40.89;173.71;12.51
405;-0.73;0.15;0.57;4.88;168.88;12.94
406;-0.79;-0.04;0.60;40.10;153.93;16.42
407;-0.84;-0.24;0.57;53.96;135.44;16.91
408;-0.88;-0.32;0.52;43.88;118.16;12.39
409;-0.91;-0.37;0.53;21.85;106.99;2.75
410;-0.90;-0.34;0.54;-1.04;102.66;-10.44
411;-0.89;-0.30;0.50;-21.48;103.70;-25.21
412;-0.85;-0.27;0.44;-37.96;112.73;-39.73
413;-0.78;-0.20;0.48;-47.67;127.93;-53.89
414;-0.72;-0.10;0.59;-44.25;140.01;-67.99
415;-0.70;-0.07;0.64;-33.57;145.51;-78.74
416;-0.69;-0.05;0.69;-21.18;147.46;-86.36
417;-0.69;-0.04;0.72;-6.10;148.68;-91.98
418;-0.69;-0.07;0.73;8.12;150.09;-94.91
419;-0.68;-0.09;0.71;18.74;152.65;-96.13
420;-0.67;-0.12;0.68;24.11;156.80;-95.58
421;-0.67;-0.11;0.67;25.76;164.31;-93.44
422;-0.65;-0.10;0.66;28.26;174.38;-90.58
423;-0.60;-0.14;0.62;29.79;185.55;-86.73
424;-0.55;-0.18;0.56;25.63;198.61;-83.68
425;-0.54;-0.15;0.66;16.11;212.28;-84.78
426;-0.47;-0.12;0.71;8.79;223.45;-89.90
427;-0.43;-0.09;0.77;0.92;231.81;-96.44
428;-0.40;-0.05;0.83;-5.62;236.33;-102.42
429;-0.36;-0.02;0.86;-7.45;237.85;-106.87
430;-0.33;0.03;0.88;-5.98;238.10;-110.35
431;-0.30;0.07;0.90;0.31;238.40;-113.04
432;-0.27;0.07;0.89;10.68;238.46;-113.65
433;-0.22;0.05;0.87;20.45;238.16;-110.96
434;-0.18;0.01;0.85;27.04;238.53;-106.75
435;-0.13;-0.00;0.91;27.16;240.05;-103.45
436;-0.05;-0.04;0.93;21.36;239.62;-101.81
437;0.00;-0.01;0.98;8.97;237.12;-102.91
438;0.05;0.07;1.12;-3.36;232.85;-105.35
439;0.12;0.14;1.25;-8.36;222.72;-105.65
440;0.18;0.20;1.33;-7.93;204.65;-102.97
441;0.21;0.22;1.37;-1.65;179.75;-96.56
442;0.22;0.18;1.37;7.63;151.73;-86.24
443;0.28;0.13;1.32;12.08;125.92;-73.30
444;0.29;0.12;1.27;9.83;99.24;-58.41
445;0.35;0.13;1.22;4.94;76.05;-44.68
446;0.44;0.37;1.14;4.58;46.51;-29.30
447;0.01;-0.32;1.33;17.27;-15.20;-23.62
448;0.22;0.15;1.12;-8.97;-1.16;-106.38
449;0.46;0.06;1.05;-5.25;9.22;-36.19
450;0.28;0.07;1.10;12.15;-30.58;4.88
451;0.20;0.07;1.08;16.97;-44.56;10.99
452;0.21;0.10;1.03;16.85;-45.41;9.95
453;0.17;0.02;1.00;20.51;-40.47;15.69
454;0.14;0.01;0.99;16.30;-28.81;18.55
455;0.13;0.00;0.98;6.96;-13.73;18.86
456;0.14;0.04;1.01;-2.50;-0.67;14.28
457;0.12;0.05;1.01;-8.91;6.35;8.24
458;0.12;0.07;1.00;-12.33;12.94;3.72
459;0.12;0.08;1.00;-11.66;15.50;4.21
460;0.11;0.08;1.01;-7.45;11.54;5.98
461;0.09;0.07;1.00;-2.32;6.71;8.24
462;0.10;0.05;1.00;2.56;1.59;10.19
463;0.08;0.04;1.03;5.37;-5.19;9.40
464;0.08;0.03;1.05;5.19;-8.18;8.06
465;0.09;0.03;1.05;3.54;-7.69;6.23
466;0.09;0.03;1.05;1.95;-7.26;3.97
467;0.10;0.03;1.04;0.67;-6.71;1.77
468;0.10;0.04;1.03;-0.18;-5.07;0.61
469;0.10;0.04;1.04;0.31;-3.36;-0.24
470;0.12;0.04;1.04;1.34;-2.32;-1.59
471;0.13;0.04;1.04;2.99;-2.81;-3.05
472;0.13;0.04;1.05;5.25;-4.46;-4.94
473;0.12;0.03;1.06;6.96;-6.41;-8.42
474;0.12;0.03;1.06;9.03;-8.73;-12.15
475;0.12;0.02;1.05;10.38;-11.29;-14.47
476;0.12;0.02;1.06;9.77;-13.73;-14.77
477;0.16;0.08;1.12;6.65;-16.36;-12.94
478;0.16;0.11;1.19;4.46;-21.18;-9.34
479;0.19;0.11;1.24;8.67;-30.70;-2.81
480;0.23;0.11;1.27;11.72;-43.52;3.11
